Filename,Predicted Class,Correct,Confidence
00598.ppm,2,True,0.060778487
01692.ppm,9,True,0.060786817
10947.ppm,18,True,0.056409154
11481.ppm,32,True,0.058050144
03085.ppm,10,True,0.060776368
12188.ppm,25,True,0.060291022
04932.ppm,41,False,0.04653064
05392.ppm,2,True,0.060475335
06843.ppm,17,True,0.060786817
07585.ppm,4,True,0.060580235
03913.ppm,35,True,0.06078612
09580.ppm,4,True,0.058856957
08846.ppm,30,False,0.03588167
01862.ppm,5,True,0.060752966
01876.ppm,38,True,0.060786817
09594.ppm,4,True,0.060764857
08852.ppm,33,True,0.046300616
03907.ppm,17,True,0.04178735
03250.ppm,11,False,0.06076352
05621.ppm,12,True,0.06078549
00981.ppm,7,True,0.03844232
11654.ppm,20,False,0.033744734
06328.ppm,8,True,0.05476038
01447.ppm,1,True,0.06077398
00759.ppm,23,True,0.034194905
08305.ppm,37,False,0.037177928
07036.ppm,12,True,0.044880457
08463.ppm,2,True,0.056981668
07750.ppm,3,True,0.034429487
01321.ppm,9,True,0.060786817
07988.ppm,10,True,0.035365395
11132.ppm,31,False,0.030886767
05147.ppm,38,True,0.060786817
02628.ppm,34,True,0.060786817
03536.ppm,13,True,0.060786817
04259.ppm,9,True,0.060775205
05153.ppm,2,True,0.060785063
03522.ppm,1,True,0.060652558
08477.ppm,14,True,0.06049311
10238.ppm,23,True,0.06076449
07744.ppm,5,True,0.041009754
01335.ppm,2,True,0.060786817
11126.ppm,18,True,0.05377513
09769.ppm,30,True,0.034522515
11640.ppm,6,True,0.060748845
00995.ppm,4,False,0.06078665
01453.ppm,4,True,0.05849573
11898.ppm,12,True,0.026215741
08311.ppm,5,False,0.03814069
07022.ppm,9,True,0.053471357
03244.ppm,12,True,0.060786817
05635.ppm,17,True,0.03874854
12349.ppm,37,True,0.06077309
06314.ppm,35,True,0.06078515
09027.ppm,7,True,0.060465556
11668.ppm,38,True,0.060786817
00765.ppm,4,True,0.060472
10576.ppm,2,True,0.05570579
08339.ppm,30,False,0.038914587
04503.ppm,10,False,0.0590588
02172.ppm,18,True,0.052947763
12361.ppm,7,True,0.060681093
12407.ppm,41,True,0.060674045
02614.ppm,16,True,0.06078495
04265.ppm,15,True,0.06037863
10210.ppm,6,True,0.03759542
09999.ppm,5,True,0.060750943
00003.ppm,33,True,0.060786746
06472.ppm,34,True,0.060786817
09741.ppm,10,True,0.06071187
07778.ppm,7,True,0.05919643
10204.ppm,3,False,0.05338809
00017.ppm,20,True,0.06078063
01309.ppm,6,True,0.0607844
06466.ppm,2,True,0.041506313
09755.ppm,2,True,0.06074836
12413.ppm,2,False,0.035257183
02600.ppm,30,True,0.046034243
04271.ppm,38,False,0.053562537
04517.ppm,10,True,0.06073684
03278.ppm,18,True,0.06078638
02166.ppm,13,True,0.060786817
12375.ppm,28,True,0.060708337
05609.ppm,7,True,0.06078512
06300.ppm,3,True,0.05071995
09033.ppm,12,True,0.060777783
00771.ppm,4,True,0.06077739
10562.ppm,38,False,0.06002717
10589.ppm,10,True,0.06073785
00942.ppm,38,True,0.060786802
11697.ppm,18,True,0.027874827
01484.ppm,8,True,0.05353173
03293.ppm,5,True,0.038483072
02833.ppm,17,True,0.035407554
05184.ppm,7,True,0.05672156
07793.ppm,18,False,0.05071708
09966.ppm,31,True,0.049623005
06499.ppm,4,True,0.053067297
07787.ppm,9,True,0.05005538
09972.ppm,13,True,0.06078138
02827.ppm,1,True,0.06078638
05190.ppm,14,True,0.06076136
02199.ppm,4,True,0.060474057
03287.ppm,8,True,0.055421803
11683.ppm,5,True,0.043779477
00956.ppm,42,True,0.05902961
01490.ppm,12,True,0.060786817
05806.ppm,30,True,0.050230123
11873.ppm,1,False,0.060674347
07977.ppm,30,True,0.047571864
09782.ppm,4,True,0.054850154
07963.ppm,38,True,0.060786817
09796.ppm,2,True,0.060766328
08488.ppm,18,False,0.043411277
11867.ppm,34,True,0.060786817
05812.ppm,13,True,0.060786817
08489.ppm,12,True,0.060786817
09797.ppm,11,True,0.057606142
07962.ppm,3,True,0.060628586
05813.ppm,1,True,0.060692094
11866.ppm,2,False,0.035750546
11872.ppm,41,False,0.056473967
05807.ppm,5,False,0.04312001
09783.ppm,2,True,0.060284205
07976.ppm,9,True,0.05776069
05191.ppm,13,True,0.060007006
02826.ppm,2,True,0.05280781
09973.ppm,1,True,0.060046945
07786.ppm,20,False,0.02776778
06498.ppm,5,True,0.033001717
01491.ppm,2,True,0.044699855
00957.ppm,41,False,0.037312124
11682.ppm,7,True,0.06078681
03286.ppm,14,True,0.06071429
02198.ppm,12,True,0.060495842
03292.ppm,10,True,0.060634755
01485.ppm,12,True,0.028300298
11696.ppm,1,True,0.06076443
00943.ppm,0,True,0.059665184
10588.ppm,10,True,0.060785133
09967.ppm,3,True,0.04831974
07792.ppm,12,True,0.060786817
05185.ppm,10,True,0.060765
02832.ppm,34,True,0.060786817
04270.ppm,15,False,0.02530426
02601.ppm,2,False,0.03345755
12412.ppm,21,True,0.060300685
09754.ppm,13,True,0.060783792
06467.ppm,1,False,0.057444517
01308.ppm,23,True,0.059798308
00016.ppm,2,False,0.038132124
10205.ppm,20,False,0.040543593
07779.ppm,18,True,0.060593754
10563.ppm,20,False,0.03547481
00770.ppm,10,True,0.06077911
09032.ppm,39,True,0.060786817
06301.ppm,3,False,0.029996365
05608.ppm,37,False,0.033263244
12374.ppm,11,True,0.05898518
02167.ppm,5,False,0.04371465
03279.ppm,17,True,0.060786817
04516.ppm,2,True,0.060521696
12360.ppm,2,True,0.060770366
02173.ppm,6,True,0.060770907
04502.ppm,28,True,0.06029831
10577.ppm,31,True,0.06037553
08338.ppm,10,True,0.060785655
00764.ppm,38,False,0.02420744
09026.ppm,11,True,0.06023667
11669.ppm,2,True,0.054693773
06315.ppm,7,True,0.06078307
09740.ppm,5,False,0.034511607
06473.ppm,15,True,0.060152605
09998.ppm,25,True,0.060786515
00002.ppm,38,True,0.060786817
10211.ppm,10,True,0.060786817
04264.ppm,37,False,0.039460987
02615.ppm,12,True,0.025133234
12406.ppm,2,True,0.060780764
11127.ppm,36,True,0.06018121
09768.ppm,1,True,0.06078655
01334.ppm,1,True,0.06071143
07745.ppm,18,True,0.06072683
08476.ppm,14,True,0.05727088
10239.ppm,11,True,0.06078647
03523.ppm,6,True,0.046076454
05152.ppm,18,True,0.059805293
12348.ppm,9,False,0.031103028
05634.ppm,13,True,0.060775816
03245.ppm,9,True,0.033993993
07023.ppm,10,True,0.060784716
08310.ppm,3,True,0.05851394
11899.ppm,12,True,0.060786802
01452.ppm,5,True,0.043535016
00994.ppm,35,True,0.06078674
11641.ppm,15,True,0.060775295
07037.ppm,8,True,0.048377838
08304.ppm,34,True,0.060786817
00758.ppm,7,False,0.034723487
01446.ppm,12,True,0.060786784
06329.ppm,5,False,0.03450469
11655.ppm,11,False,0.041203707
00980.ppm,13,True,0.060786817
05620.ppm,31,False,0.0358656
03251.ppm,13,True,0.060777895
04258.ppm,13,True,0.060786817
03537.ppm,9,True,0.060731445
02629.ppm,15,True,0.06074111
05146.ppm,10,True,0.060786255
11133.ppm,9,False,0.04966299
07989.ppm,38,False,0.047071077
01320.ppm,38,True,0.060786407
07751.ppm,10,True,0.060600948
08462.ppm,20,True,0.060784265
01877.ppm,2,True,0.048697155
03906.ppm,38,True,0.060786817
08853.ppm,10,True,0.060695298
09595.ppm,1,True,0.060398463
08847.ppm,10,True,0.060053073
09581.ppm,13,True,0.060786817
03912.ppm,28,True,0.060785435
01863.ppm,2,False,0.047626097
04933.ppm,39,True,0.060786817
12189.ppm,2,False,0.054214828
03084.ppm,13,True,0.060786802
11480.ppm,38,True,0.060786817
10946.ppm,2,True,0.06070764
01693.ppm,17,True,0.060784634
07584.ppm,2,False,0.0483442
06842.ppm,12,True,0.06078319
05393.ppm,18,True,0.06071588
04099.ppm,13,True,0.060786817
05387.ppm,10,True,0.060781687
07590.ppm,25,True,0.060786817
06856.ppm,12,True,0.060786817
00599.ppm,26,True,0.043365683
11494.ppm,13,True,0.060786817
01687.ppm,38,True,0.060786597
10952.ppm,17,True,0.060786817
04927.ppm,10,True,0.06075799
03090.ppm,4,True,0.060555484
04714.ppm,11,True,0.04630743
02365.ppm,2,True,0.060786817
12176.ppm,14,True,0.06078681
06103.ppm,9,True,0.060786817
09230.ppm,15,True,0.05864634
00572.ppm,41,True,0.060750987
10761.ppm,31,True,0.056253787
10007.ppm,4,True,0.060563404
08648.ppm,21,False,0.035897944
00214.ppm,25,True,0.060619704
08890.ppm,32,True,0.04933452
06665.ppm,34,True,0.059789244
09556.ppm,37,False,0.05732713
11319.ppm,35,True,0.05686659
12610.ppm,35,True,0.05184586
02403.ppm,23,True,0.06078681
04072.ppm,8,True,0.036115937
12604.ppm,35,True,0.058948763
05378.ppm,13,True,0.06078681
02417.ppm,13,True,0.060786817
03709.ppm,2,True,0.058791142
04066.ppm,38,True,0.060786817
10013.ppm,6,True,0.056650173
00200.ppm,17,True,0.060786817
08884.ppm,14,True,0.060781773
06671.ppm,12,True,0.06078681
09542.ppm,23,False,0.03301695
06117.ppm,25,True,0.060780186
09224.ppm,35,True,0.060786817
01678.ppm,38,True,0.060786817
00566.ppm,10,True,0.060701218
07209.ppm,10,True,0.060470738
10775.ppm,38,True,0.060786746
04700.ppm,33,True,0.06078638
02371.ppm,2,True,0.0607556
12162.ppm,15,True,0.060780305
11443.ppm,5,True,0.04689612
10985.ppm,3,False,0.048813485
01650.ppm,35,True,0.048912264
01888.ppm,16,True,0.06078643
08112.ppm,17,True,0.060786787
07221.ppm,15,True,0.060784828
04728.ppm,5,True,0.034610435
03047.ppm,5,True,0.05810413
02359.ppm,10,True,0.056577522
05436.ppm,38,True,0.06078676
05350.ppm,1,True,0.05648684
03721.ppm,6,True,0.06073705
08674.ppm,9,True,0.060746297
07547.ppm,4,True,0.05893572
00228.ppm,8,True,0.055367414
06881.ppm,37,False,0.060762927
01136.ppm,17,True,0.04733691
11325.ppm,18,True,0.060781687
06659.ppm,25,True,0.05990386
08660.ppm,19,True,0.06068835
07553.ppm,11,False,0.060725562
06895.ppm,35,True,0.060082752
01122.ppm,38,False,0.0514346
11331.ppm,0,False,0.03015181
05344.ppm,4,True,0.057632647
03735.ppm,37,False,0.03487291
03053.ppm,38,True,0.060786787
05422.ppm,31,True,0.0601236
11457.ppm,12,True,0.04940632
09218.ppm,5,True,0.060734183
01644.ppm,8,True,0.060753465
10991.ppm,3,True,0.06062668
08106.ppm,2,True,0.06078676
10749.ppm,1,True,0.046915315
07235.ppm,18,True,0.060781892
09387.ppm,13,True,0.060786605
01903.ppm,2,True,0.060720038
08099.ppm,35,True,0.060323484
03872.ppm,25,True,0.060786784
08927.ppm,13,True,0.060786817
08933.ppm,31,False,0.04623129
03866.ppm,10,True,0.055287756
09393.ppm,8,True,0.05573983
01917.ppm,5,False,0.046502933
05581.ppm,2,True,0.060720176
04847.ppm,9,True,0.060786705
10832.ppm,22,True,0.058125235
06088.ppm,5,True,0.060074154
07396.ppm,17,True,0.03793496
06936.ppm,1,True,0.043088295
11292.ppm,12,True,0.026526889
01081.ppm,2,True,0.055946857
02588.ppm,17,True,0.060784224
03696.ppm,4,True,0.050294578
03682.ppm,13,True,0.060786817
06922.ppm,17,True,0.03730416
10198.ppm,12,True,0.060785986
11286.ppm,22,True,0.059542153
01095.ppm,37,True,0.06078667
10826.ppm,8,False,0.039812762
07382.ppm,13,True,0.060786817
05595.ppm,12,True,0.060786817
04853.ppm,13,False,0.024040403
12002.ppm,2,True,0.046461757
02211.ppm,27,True,0.05771459
04660.ppm,10,True,0.060035817
07369.ppm,13,True,0.060786817
10615.ppm,18,True,0.060786802
00406.ppm,8,True,0.05632065
01718.ppm,11,True,0.042839114
06077.ppm,33,True,0.054464266
09344.ppm,14,True,0.060786817
06711.ppm,8,True,0.037251167
09422.ppm,36,False,0.05980498
00360.ppm,9,True,0.060786817
10173.ppm,25,False,0.040904365
04106.ppm,31,True,0.05955118
03669.ppm,9,True,0.06078025
02577.ppm,2,False,0.055734925
05218.ppm,37,False,0.06076018
04112.ppm,31,False,0.05901311
02563.ppm,11,True,0.059968624
06705.ppm,10,True,0.060786344
09436.ppm,9,True,0.059962034
11279.ppm,12,True,0.060786817
00374.ppm,20,False,0.03606696
10167.ppm,35,True,0.053727992
08728.ppm,12,True,0.060786817
10601.ppm,12,True,0.060786817
00412.ppm,2,True,0.0591085
06063.ppm,11,True,0.060778968
09350.ppm,32,False,0.04096269
12016.ppm,12,False,0.038421903
02205.ppm,12,True,0.060786817
04674.ppm,9,True,0.05462919
08066.ppm,9,True,0.055121135
10629.ppm,3,True,0.039529733
07355.ppm,35,True,0.059080724
01724.ppm,12,True,0.06078681
11537.ppm,5,False,0.04100822
09378.ppm,9,True,0.060786817
05542.ppm,5,True,0.045884904
04884.ppm,2,True,0.060488157
03133.ppm,25,True,0.060786817
03655.ppm,5,False,0.037250217
05224.ppm,2,True,0.0583415
11251.ppm,38,True,0.060786817
01042.ppm,12,True,0.06078455
08700.ppm,42,True,0.055399008
07433.ppm,13,True,0.060685907
11245.ppm,2,True,0.025005475
06739.ppm,2,False,0.040998578
01056.ppm,11,True,0.06078676
00348.ppm,13,True,0.060786817
08714.ppm,7,False,0.035839405
07427.ppm,16,True,0.060763843
03641.ppm,10,True,0.060727462
05230.ppm,9,True,0.06077507
03899.ppm,7,False,0.060531538
05556.ppm,18,True,0.051874753
04890.ppm,1,True,0.048419528
02239.ppm,35,True,0.050640125
03127.ppm,14,True,0.04506027
04648.ppm,35,True,0.060786817
08072.ppm,13,True,0.05847393
07341.ppm,33,True,0.060786817
01730.ppm,2,True,0.060780622
11523.ppm,38,True,0.060786817
07816.ppm,10,True,0.040638298
05967.ppm,31,False,0.0397356
11912.ppm,26,True,0.06077885
09185.ppm,11,True,0.042225014
11906.ppm,14,True,0.051803924
09191.ppm,12,True,0.038689315
05973.ppm,13,True,0.060786817
07802.ppm,13,True,0.060786817
03494.ppm,25,True,0.060634006
02952.ppm,33,True,0.060786817
12599.ppm,10,True,0.060658045
01283.ppm,36,True,0.060786817
11090.ppm,12,True,0.060786817
09807.ppm,4,True,0.060709924
07194.ppm,25,True,0.060651142
00823.ppm,4,True,0.06055222
05783.ppm,14,True,0.06078669
05797.ppm,24,True,0.06071301
04489.ppm,2,True,0.037083264
07180.ppm,14,True,0.060786817
00837.ppm,9,True,0.060735904
01297.ppm,33,True,0.060786817
11084.ppm,6,True,0.039141715
09813.ppm,1,True,0.058837183
00189.ppm,8,True,0.052031785
03480.ppm,25,True,0.060786787
02946.ppm,1,False,0.033115312
12566.ppm,39,True,0.060786817
02775.ppm,21,False,0.048123922
04304.ppm,38,True,0.060786817
10371.ppm,17,True,0.060786817
00162.ppm,4,True,0.060627766
09620.ppm,10,True,0.060781326
06513.ppm,38,True,0.060786817
09146.ppm,12,True,0.060775578
11709.ppm,30,True,0.059607722
06275.ppm,38,True,0.060786817
00604.ppm,2,False,0.052533705
10417.ppm,32,True,0.05357471
08258.ppm,33,True,0.060786817
04462.ppm,38,True,0.060786817
02013.ppm,10,True,0.060554907
12200.ppm,18,True,0.06077522
04476.ppm,5,False,0.06070863
03319.ppm,25,False,0.045434833
02007.ppm,2,True,0.060758583
05768.ppm,33,True,0.060786817
12214.ppm,12,True,0.05249672
09152.ppm,10,True,0.060775634
06261.ppm,9,False,0.04475795
00610.ppm,11,False,0.03987188
10403.ppm,2,True,0.05388916
10365.ppm,14,False,0.032810066
07619.ppm,38,True,0.060786817
00176.ppm,3,True,0.051002365
01268.ppm,4,False,0.047936704
09634.ppm,1,True,0.060786817
06507.ppm,17,True,0.060785815
12572.ppm,15,True,0.06078654
02761.ppm,10,True,0.06050846
04310.ppm,9,True,0.05369227
07631.ppm,6,True,0.060781475
08502.ppm,15,True,0.06078643
01240.ppm,12,True,0.060786817
11053.ppm,2,True,0.060786784
05026.ppm,18,True,0.032167293
02749.ppm,13,True,0.060786817
03457.ppm,22,True,0.059981763
02991.ppm,7,True,0.05782799
04338.ppm,4,True,0.051265504
03331.ppm,2,False,0.032971743
05998.ppm,12,True,0.060786817
05740.ppm,5,True,0.06035677
06249.ppm,10,True,0.06078676
11735.ppm,15,True,0.060786527
01526.ppm,4,False,0.060673315
00638.ppm,17,True,0.060786817
07157.ppm,8,True,0.028933462
08264.ppm,5,True,0.060711864
11721.ppm,25,True,0.058382735
01532.ppm,11,True,0.060786493
07143.ppm,33,True,0.06078359
08270.ppm,2,True,0.04216444
03325.ppm,14,True,0.06078605
12228.ppm,5,False,0.05025957
05754.ppm,10,True,0.06063357
05032.ppm,38,True,0.060783822
03443.ppm,12,True,0.060786817
02985.ppm,4,True,0.056937184
07625.ppm,31,True,0.039256036
08516.ppm,11,True,0.056068577
10359.ppm,35,False,0.027793813
01254.ppm,37,True,0.060786527
11047.ppm,16,True,0.060640268
09608.ppm,31,True,0.055744812
07155.ppm,5,True,0.060686503
08266.ppm,38,True,0.039978344
10429.ppm,2,True,0.05769355
01524.ppm,11,False,0.038013685
11737.ppm,13,True,0.060786724
09178.ppm,10,True,0.060785893
05742.ppm,24,True,0.058794267
03333.ppm,31,True,0.060682718
02993.ppm,5,False,0.029298484
03455.ppm,5,True,0.048898477
12558.ppm,37,False,0.037782606
05024.ppm,13,True,0.06078674
11051.ppm,8,False,0.03278243
01242.ppm,37,True,0.06078681
07633.ppm,11,True,0.037076507
08500.ppm,38,True,0.060786817
06539.ppm,35,True,0.060786817
11045.ppm,19,True,0.059237313
01256.ppm,31,True,0.060721584
00148.ppm,31,False,0.049912293
07627.ppm,31,True,0.06048145
08514.ppm,17,True,0.06078681
02987.ppm,6,True,0.057000235
03441.ppm,2,True,0.06078605
05030.ppm,13,True,0.060786817
05756.ppm,9,True,0.060786817
02039.ppm,12,True,0.060786344
03327.ppm,13,True,0.060786817
04448.ppm,17,True,0.060786817
07141.ppm,4,True,0.043243874
08272.ppm,38,True,0.060786802
01530.ppm,13,True,0.06078633
11723.ppm,16,True,0.06078617
12202.ppm,38,True,0.060786817
02011.ppm,12,True,0.06078315
04460.ppm,38,True,0.060786705
10415.ppm,4,True,0.060786325
07169.ppm,2,True,0.060785964
00606.ppm,5,False,0.056121655
01518.ppm,16,True,0.059306532
09144.ppm,38,True,0.060786817
06277.ppm,35,True,0.060786817
09622.ppm,38,True,0.060785662
06511.ppm,18,True,0.027469173
00160.ppm,13,True,0.060786817
10373.ppm,25,True,0.060786817
04306.ppm,15,True,0.060566273
03469.ppm,36,True,0.06078621
02777.ppm,18,True,0.059347663
05018.ppm,12,True,0.060786422
12564.ppm,23,True,0.060786817
04312.ppm,20,True,0.06058064
02763.ppm,16,True,0.05866829
12570.ppm,1,True,0.060783617
09636.ppm,13,True,0.060786802
11079.ppm,26,True,0.06047898
06505.ppm,9,True,0.06070622
00174.ppm,33,True,0.060786817
10367.ppm,11,False,0.06078567
08528.ppm,2,False,0.0543864
10401.ppm,20,False,0.039614376
00612.ppm,1,True,0.06062601
09150.ppm,2,False,0.060363363
06263.ppm,3,True,0.033492487
12216.ppm,1,True,0.06078576
02005.ppm,26,True,0.06070695
04474.ppm,12,True,0.060786746
05959.ppm,5,True,0.04075284
05781.ppm,18,True,0.031943932
06288.ppm,32,True,0.03926231
00821.ppm,14,True,0.057122305
07196.ppm,18,True,0.060384367
09805.ppm,38,True,0.060079787
11092.ppm,25,True,0.06078681
07828.ppm,35,True,0.060786817
01281.ppm,2,False,0.0470772
02788.ppm,8,True,0.060743567
02950.ppm,2,True,0.060786817
03496.ppm,7,True,0.05966544
02944.ppm,39,True,0.060786817
03482.ppm,17,True,0.060786817
09811.ppm,35,True,0.03763712
10398.ppm,21,True,0.04106658
11086.ppm,37,True,0.060786817
01295.ppm,17,True,0.06078647
00835.ppm,11,True,0.060747974
07182.ppm,38,True,0.060783546
11938.ppm,3,True,0.050688967
05795.ppm,9,True,0.06078327
09187.ppm,1,True,0.06077853
08299.ppm,21,True,0.060678713
11910.ppm,20,True,0.060641497
05965.ppm,1,True,0.060782842
09839.ppm,14,True,0.060786817
07814.ppm,31,True,0.06043674
07800.ppm,13,True,0.06024083
02978.ppm,32,False,0.03919498
05971.ppm,1,True,0.058041364
00809.ppm,4,False,0.045125302
09193.ppm,38,True,0.060786683
11904.ppm,30,True,0.055891454
08702.ppm,25,False,0.043598548
07431.ppm,12,True,0.0607856
01040.ppm,38,True,0.05562942
11253.ppm,4,True,0.060786776
05226.ppm,1,True,0.06077643
02549.ppm,12,True,0.060786802
03657.ppm,25,True,0.05833771
04138.ppm,40,True,0.05121764
03131.ppm,14,True,0.060786787
04886.ppm,31,False,0.054646473
05540.ppm,23,False,0.032478623
11535.ppm,13,True,0.060786817
06049.ppm,12,True,0.026057549
01726.ppm,10,True,0.053569548
00438.ppm,8,True,0.060755465
08064.ppm,17,True,0.060786817
07357.ppm,11,True,0.06058515
11521.ppm,17,True,0.060786817
01732.ppm,18,True,0.056652978
08070.ppm,13,True,0.060060892
07343.ppm,16,True,0.060573094
03125.ppm,7,True,0.06065732
04892.ppm,18,True,0.037137534
05554.ppm,11,True,0.0597839
12028.ppm,12,True,0.06078418
05232.ppm,14,True,0.06078681
03643.ppm,18,True,0.05512085
08716.ppm,9,True,0.060785268
10159.ppm,17,True,0.060786817
07425.ppm,2,True,0.0605986
01054.ppm,37,False,0.05604124
11247.ppm,1,True,0.053778127
09408.ppm,29,True,0.060588636
02575.ppm,29,True,0.06020376
04104.ppm,38,True,0.060786817
10171.ppm,11,True,0.06078659
00362.ppm,13,True,0.060608935
06713.ppm,4,True,0.04868372
09420.ppm,4,False,0.03983611
06075.ppm,36,True,0.060786817
09346.ppm,13,True,0.060786817
11509.ppm,38,True,0.060786817
00404.ppm,38,True,0.060786817
10617.ppm,4,True,0.058294084
08058.ppm,10,False,0.032877155
04662.ppm,6,True,0.06076378
02213.ppm,10,True,0.06078667
12000.ppm,2,True,0.0478331
04676.ppm,10,True,0.060772385
03119.ppm,38,True,0.060781766
02207.ppm,38,True,0.060786817
12014.ppm,12,True,0.03981168
05568.ppm,32,True,0.05929513
06061.ppm,7,True,0.05921863
09352.ppm,3,True,0.045618173
00410.ppm,25,True,0.060786296
10603.ppm,1,True,0.060759384
07419.ppm,7,True,0.060732387
10165.ppm,33,True,0.06078681
00376.ppm,41,True,0.05845106
01068.ppm,4,True,0.06003674
06707.ppm,1,True,0.060786746
09434.ppm,20,False,0.034706812
02561.ppm,4,True,0.05161194
04110.ppm,14,True,0.041385986
03694.ppm,2,True,0.06069758
08919.ppm,2,True,0.03523782
01083.ppm,10,True,0.059832748
11290.ppm,7,True,0.05906409
06934.ppm,13,True,0.060786784
07394.ppm,1,True,0.03789101
10830.ppm,5,True,0.03959897
04845.ppm,38,True,0.060786817
05583.ppm,1,True,0.06068592
04851.ppm,3,True,0.05768055
05597.ppm,11,True,0.03907794
04689.ppm,11,True,0.056738067
01929.ppm,1,True,0.059969455
07380.ppm,3,True,0.05761387
10824.ppm,25,True,0.06077724
01097.ppm,9,True,0.060721237
11284.ppm,1,False,0.043659065
00389.ppm,9,True,0.060233854
06920.ppm,4,False,0.03986934
03680.ppm,2,True,0.060723793
03858.ppm,4,True,0.0594075
08925.ppm,20,False,0.03412247
06908.ppm,11,True,0.060786393
03870.ppm,15,True,0.06078029
04879.ppm,27,True,0.059327327
01901.ppm,10,True,0.060786817
09385.ppm,13,True,0.060786784
01915.ppm,38,True,0.060786817
09391.ppm,5,True,0.05445952
10818.ppm,11,True,0.050047193
03864.ppm,39,True,0.060786817
08931.ppm,33,True,0.060786817
11327.ppm,2,True,0.060211077
09568.ppm,12,True,0.06078667
01134.ppm,4,True,0.057093877
06883.ppm,23,False,0.029765857
08676.ppm,2,False,0.051709153
10039.ppm,13,True,0.030468836
07545.ppm,1,True,0.060785986
03723.ppm,13,False,0.052971676
05352.ppm,11,True,0.059664104
05434.ppm,1,False,0.02822382
12148.ppm,5,True,0.053037297
03045.ppm,35,True,0.058465075
08110.ppm,4,True,0.06024742
07223.ppm,2,True,0.05161142
01652.ppm,13,True,0.06078662
10987.ppm,38,True,0.060785048
11441.ppm,9,True,0.060784817
08104.ppm,41,False,0.051344864
07237.ppm,12,True,0.060786817
00558.ppm,13,True,0.060786817
10993.ppm,13,True,0.060786217
01646.ppm,34,True,0.060786817
11455.ppm,31,True,0.059931643
06129.ppm,2,False,0.033056792
05420.ppm,37,True,0.060758725
03051.ppm,1,True,0.057080403
04058.ppm,25,True,0.060540628
03737.ppm,22,True,0.060786817
02429.ppm,1,True,0.058407176
05346.ppm,33,True,0.06067314
11333.ppm,13,True,0.06078681
01120.ppm,31,True,0.060280144
06897.ppm,18,True,0.0607865
08662.ppm,12,True,0.06078665
07551.ppm,5,True,0.04435754
04070.ppm,30,True,0.043729216
02401.ppm,12,True,0.060426842
12612.ppm,39,True,0.060786817
06667.ppm,4,True,0.055866815
09554.ppm,4,True,0.059904505
08892.ppm,4,True,0.053215884
01108.ppm,38,True,0.060739852
00216.ppm,10,True,0.06077901
07579.ppm,5,False,0.023726981
10005.ppm,13,True,0.060786817
10763.ppm,6,False,0.051044162
00570.ppm,3,True,0.03991929
06101.ppm,4,True,0.057202198
09232.ppm,12,True,0.060786817
12174.ppm,24,False,0.027358348
05408.ppm,12,True,0.060702607
02367.ppm,1,True,0.047240376
03079.ppm,17,True,0.060639713
04716.ppm,5,False,0.04643854
12160.ppm,5,True,0.060153455
02373.ppm,25,True,0.06039043
04702.ppm,30,False,0.03735455
10777.ppm,13,True,0.060786817
08138.ppm,15,True,0.060774438
00564.ppm,12,True,0.060786817
06115.ppm,5,True,0.054302756
09226.ppm,10,True,0.058661517
11469.ppm,10,True,0.06077024
06673.ppm,9,True,0.060765583
09540.ppm,10,True,0.05957377
08886.ppm,2,True,0.060724173
00202.ppm,4,True,0.05391373
10011.ppm,13,True,0.060786817
04064.ppm,17,True,0.060786705
02415.ppm,13,True,0.060786724
12606.ppm,38,True,0.050149653
05391.ppm,2,True,0.060075592
03938.ppm,32,True,0.059911598
06840.ppm,2,True,0.06048093
07586.ppm,28,True,0.060686365
06698.ppm,34,True,0.060786817
01691.ppm,34,True,0.06046291
10944.ppm,7,False,0.04494349
11482.ppm,13,True,0.060784414
01849.ppm,13,True,0.06077843
03086.ppm,20,False,0.03134025
04931.ppm,11,True,0.060786784
02398.ppm,7,True,0.04356542
03092.ppm,33,True,0.060786817
04925.ppm,31,True,0.05944164
10950.ppm,17,True,0.060786817
01685.ppm,38,True,0.060786817
11496.ppm,13,True,0.05586087
10788.ppm,5,False,0.03616558
06854.ppm,1,False,0.05814082
07592.ppm,1,True,0.039228007
08879.ppm,23,True,0.059906922
05385.ppm,7,True,0.060112447
08689.ppm,38,True,0.060786817
09597.ppm,38,True,0.06030088
08851.ppm,13,True,0.06078542
03904.ppm,11,False,0.039557267
10978.ppm,38,True,0.060786746
01875.ppm,38,True,0.060786724
01861.ppm,42,True,0.05163395
04919.ppm,1,True,0.060786746
03910.ppm,38,True,0.060786817
06868.ppm,31,True,0.058128376
09583.ppm,15,True,0.060682807
08845.ppm,14,True,0.060786817
11643.ppm,18,True,0.047978505
00996.ppm,25,True,0.060704198
01450.ppm,37,False,0.060599484
07021.ppm,4,True,0.06046847
08312.ppm,10,True,0.060670167
04528.ppm,35,True,0.060786817
03247.ppm,1,True,0.06078542
02159.ppm,37,False,0.059403878
05636.ppm,15,True,0.060785055
05150.ppm,4,True,0.060717743
03521.ppm,29,False,0.04435649
07747.ppm,36,True,0.06072693
08474.ppm,9,True,0.06077742
00028.ppm,10,False,0.055147734
01336.ppm,34,True,0.060786817
06459.ppm,14,True,0.060774796
11125.ppm,2,True,0.060786817
07753.ppm,1,False,0.026377484
08460.ppm,2,False,0.040827252
